id,creator_id,viewer_id,"timestamp",item_id,item_position,item_price,sale_price
392,303581,314367,"2018-04-02 04:46:49",164,0,0.50,0.50
393,303581,314367,"2018-04-02 04:46:59",163,0,0.38,0.38
394,303581,314367,"2018-04-02 04:47:23",183,0,0.15,0.15
395,303581,314367,"2018-04-02 04:47:28",187,0,0.08,0.08
396,299452,314362,"2018-04-02 04:52:24",153,0,0.02,0.02
397,299452,314362,"2018-04-02 04:52:53",186,0,0.05,0.05
398,299452,314362,"2018-04-02 04:53:02",192,0,0.07,0.07
399,299452,314362,"2018-04-02 04:53:09",190,0,0.04,0.04
400,308170,310348,"2018-04-02 04:55:14",158,0,0.01,0.01
401,308170,310348,"2018-04-02 04:55:18",158,0,0.01,0.01
402,55557,219593,"2018-04-02 05:08:31",153,0,0.02,0.02
403,200075,263536,"2018-04-02 05:12:46",176,0,0.20,0.20
404,312206,314381,"2018-04-02 05:40:47",157,0,0.25,0.25
405,12265,314382,"2018-04-02 05:48:15",157,0,0.25,0.25
